	fav_recoveryA	fav_recoveryB	fav_recoveryC	fav_stressA	fav_stressB	fav_stressC
symcomp34335	8	19	9	3	8	0
symcomp34336	1	0	1	6	5	0
symcomp34337	2	12	12	1	1	0
symcomp34340	0	11	1	5	0	0
symcomp34341	0	0	0	0	0	0
symcomp34342	0	1	0	0	0	0
symcomp34343	0	0	0	0	0	0
symcomp34344	4	29	9	6	5	0
symcomp34345	1	0	0	2	1	0
symcomp34346	1	1	0	0	1	0
symcomp34347	4	5	4	1	1	0
symcomp34349	2	3	1	2	0	0
symcomp34350	2	16	1	2	4	1
symcomp34351	0	0	0	0	0	0
symcomp34353	0	5	0	0	0	0
symcomp34354	3	8	7	4	1	1
symcomp34357	0	1	1	0	0	0
symcomp34358	0	2	0	0	0	0
symcomp34360	1	0	0	0	0	0
symcomp34361	1	3	0	0	0	0
symcomp34363	7	27	8	13	2	0
symcomp34364	0	0	0	0	0	0
symcomp34365	6	6	3	11	3	0
symcomp34368	1	3	0	8	3	0
symcomp34369	0	0	2	0	0	0
symcomp3437	1	0	3	0	1	0
symcomp34370	3	33	3	2	2	0
symcomp34371	0	1	1	2	4	0
symcomp34372	0	0	0	0	0	0
symcomp34373	1	15	2	4	0	0
symcomp34374	0	0	0	0	0	0
symcomp34375	0	0	0	0	0	0
symcomp34378	0	2	0	0	0	0
symcomp34379	0	1	0	0	0	0
symcomp34380	0	0	0	0	1	0
symcomp34381	0	0	0	0	0	0
symcomp34382	22	54	1	35	8	1
symcomp34383	4	1	1	0	0	0
symcomp34384	2	6	3	8	2	0
symcomp34386	0	1	2	0	0	0
symcomp34388	0	4	4	6	6	0
symcomp34392	1	9	3	4	0	0
symcomp34394	1	0	0	0	0	0
symcomp34395	0	1	0	0	0	0
symcomp34396	0	11	1	3	1	0
symcomp34397	1	1	1	0	0	0
symcomp34398	0	2	0	1	0	0
symcomp34399	0	0	0	0	0	0
symcomp34400	0	0	0	0	0	0
symcomp34401	8	46	17	14	9	0
symcomp34402	2	13	1	0	0	0
symcomp34403	3	13	2	8	4	0
symcomp34404	0	0	0	0	0	0
symcomp34405	0	0	0	0	0	0
symcomp34406	5	24	4	12	2	0
symcomp34407	0	6	6	9	4	0
symcomp34408	0	0	0	0	0	0
symcomp34410	0	0	0	0	1	0
symcomp34411	1	1	2	1	3	0
symcomp34413	0	3	3	4	1	0
symcomp34414	0	0	0	0	0	0
symcomp34415	0	1	0	0	0	0
symcomp34418	1	0	0	1	0	0
symcomp34419	0	4	0	0	0	0
symcomp34420	6	11	3	33	10	1
symcomp34422	2	2	1	0	0	0
symcomp34423	4	3	1	1	0	0
symcomp34425	0	15	4	5	5	0
symcomp34426	18	43	16	21	7	0
symcomp34427	0	11	2	5	3	0
symcomp34428	5	0	3	1	0	1
symcomp34430	0	3	4	0	1	0
symcomp34431	0	0	0	0	0	0
symcomp34432	0	5	0	9	1	0
symcomp34435	0	2	2	0	0	0
symcomp34436	0	0	2	0	0	0
symcomp34437	0	0	0	0	1	0
symcomp34441	0	2	4	0	0	0
symcomp34442	1	2	0	0	1	0
symcomp34443	2	13	0	8	5	0
symcomp34445	0	0	0	1	1	0
symcomp34446	6	1	0	5	1	0
symcomp34447	4	23	2	4	3	0
symcomp34448	0	0	0	0	0	0
symcomp34449	0	0	0	0	0	0
symcomp34450	2	18	2	4	0	0
symcomp34452	8	12	1	19	7	0
symcomp34453	3	0	0	2	1	0
symcomp34454	0	0	0	1	0	0
symcomp34455	0	0	2	1	0	0
symcomp34456	0	1	0	0	0	0
symcomp34457	0	1	0	0	0	0
symcomp34458	0	1	0	1	0	0
symcomp34459	5	1	0	0	1	0
symcomp34460	10	29	14	14	9	1
symcomp34461	0	2	0	0	0	0
symcomp34464	5	28	14	5	7	0
symcomp34465	1	17	7	14	13	0
symcomp34467	0	0	0	0	0	0
symcomp34468	1	3	1	0	2	0
symcomp34469	0	1	1	1	0	0
symcomp34470	0	2	0	0	4	0
symcomp34471	16	73	21	22	15	1
symcomp34472	0	0	0	0	0	0
symcomp34474	0	0	0	0	0	0
symcomp34475	0	0	0	0	1	0
symcomp34477	3	1	3	1	0	0
symcomp34478	0	0	2	1	0	0
symcomp34479	0	0	0	0	0	0
symcomp34480	0	0	0	0	0	0
symcomp34481	0	0	1	0	0	0
symcomp34482	0	0	0	2	0	0
symcomp34483	0	1	1	3	0	0
symcomp34485	6	16	5	10	6	0
symcomp34488	2	11	0	0	2	0
symcomp34489	0	0	0	0	0	0
symcomp34490	0	0	0	1	0	0
symcomp34491	0	0	0	0	0	0
symcomp34495	0	0	0	0	0	0
symcomp34496	0	7	4	3	3	0
symcomp34498	0	5	0	0	0	0
symcomp34499	0	0	0	0	0	0
symcomp345	0	0	0	0	0	0
symcomp3450	0	0	0	0	0	0
symcomp34500	3	0	1	3	2	0
symcomp34501	0	12	1	1	1	0
symcomp34502	0	0	1	0	0	0
symcomp34504	2	4	0	3	3	0
symcomp34505	1	2	1	2	1	0
symcomp34506	9	0	3	6	0	0
symcomp34507	7	2	1	5	7	0
symcomp34509	0	0	0	0	0	0
symcomp3451	0	4	1	2	1	0
symcomp34510	0	0	0	0	0	0
symcomp34511	0	1	0	1	0	0
symcomp34512	1	6	0	0	0	0
symcomp34513	0	0	0	0	0	0
symcomp34514	0	1	0	2	0	0
symcomp34515	0	1	0	0	0	0
symcomp34516	5	7	10	12	8	3
symcomp34517	10	4	0	6	4	0
symcomp34518	6	22	8	9	12	0
symcomp34519	0	0	2	0	0	0
symcomp3452	0	1	0	0	0	0
symcomp34520	5	15	3	15	3	0
symcomp34521	9	7	6	32	15	0
symcomp34523	0	0	0	0	0	0
symcomp34525	0	2	1	0	0	0
symcomp34528	2	0	0	0	0	0
symcomp34530	0	0	0	0	0	0
symcomp34532	7	23	7	7	11	0
symcomp34535	12	31	22	18	11	0
symcomp34536	0	0	0	0	0	0
symcomp34537	0	1	1	0	0	0
symcomp34539	1	0	1	6	7	0
symcomp34540	0	0	0	0	0	0
symcomp34542	0	3	0	1	1	0
symcomp34543	3	6	2	5	2	0
symcomp34545	0	2	7	4	3	2
symcomp34546	0	0	0	0	0	0
symcomp34547	7	9	1	6	1	0
symcomp34548	0	0	0	0	1	0
symcomp34549	2	0	1	2	0	0
symcomp34550	0	0	0	0	0	0
symcomp34551	0	0	0	1	0	0
symcomp34552	1	0	0	0	0	0
symcomp34555	2	0	0	0	1	0
symcomp34556	1	2	0	0	0	0
symcomp34557	2	0	0	0	0	0
symcomp34558	0	0	0	0	0	0
symcomp34559	0	4	0	2	2	0
symcomp34561	0	3	1	2	1	0
symcomp34563	0	4	2	2	1	0
symcomp34564	1	0	0	1	1	0
symcomp34565	0	1	0	3	3	0
symcomp34566	0	0	0	0	0	0
symcomp34567	2	10	1	2	0	0
symcomp34568	5	8	1	11	2	0
symcomp34570	3	4	0	1	3	0
symcomp34571	0	2	0	2	0	0
symcomp34572	0	9	1	2	0	0
symcomp34573	0	4	2	8	5	0
symcomp34575	0	0	0	0	0	0
symcomp34576	3	0	2	2	1	0
symcomp34578	0	0	0	4	0	0
symcomp34579	3	1	4	1	1	0
symcomp34580	3	12	7	1	5	0
symcomp34583	6	15	2	8	1	0
symcomp34586	0	0	0	0	0	0
symcomp34589	0	5	1	3	0	0
symcomp34590	3	12	4	12	7	2
symcomp34591	4	20	6	13	10	0
symcomp34592	0	3	0	2	2	0
symcomp34593	0	2	1	0	1	0
symcomp34595	1	0	1	0	2	0
symcomp34596	4	8	2	2	0	0
symcomp34597	9	5	6	41	7	0
symcomp34598	1	9	0	0	1	0
symcomp34600	7	41	11	32	10	0
symcomp34602	0	0	0	0	0	0
symcomp34604	0	0	0	0	1	0
symcomp34605	0	0	0	0	0	0
symcomp34606	3	9	0	1	1	0
symcomp34608	0	0	0	0	0	0
symcomp34609	7	4	2	6	0	0
symcomp34610	0	1	0	1	0	0
symcomp34611	2	4	7	0	3	0
symcomp34612	0	0	0	0	0	0
symcomp34613	0	0	0	0	0	0
symcomp34614	3	29	7	14	4	0
symcomp34617	2	4	1	4	1	0
symcomp34618	4	7	4	3	1	3
symcomp34619	0	0	0	0	0	0
symcomp34620	0	0	0	0	0	0
symcomp34621	2	5	3	7	6	6
symcomp34624	0	0	0	0	0	0
symcomp34626	1	10	1	4	0	0
symcomp34627	0	0	0	2	2	0
symcomp34628	0	16	3	5	6	0
symcomp34629	11	24	6	21	13	0
symcomp34630	0	0	1	5	0	0
symcomp34631	0	0	1	0	0	0
symcomp34632	12	66	9	15	13	0
symcomp34633	0	0	0	0	0	0
symcomp34634	1	25	12	12	8	0
symcomp34635	0	0	0	4	3	0
symcomp34636	46	28	16	19	23	12
symcomp34637	0	0	0	0	0	0
symcomp34638	0	0	3	1	0	0
symcomp34642	0	1	0	2	0	0
symcomp34643	1	4	1	1	2	0
symcomp34645	5	6	3	0	0	0
symcomp34646	1	3	5	14	6	0
symcomp34648	0	0	0	0	0	0
symcomp34649	12	67	10	48	17	5
symcomp34650	1	0	0	0	0	0
symcomp34651	3	8	3	7	4	0
symcomp34652	9	15	0	2	2	0
symcomp34656	2	6	3	1	3	0
symcomp34659	2	1	0	0	0	0
symcomp34660	0	0	0	0	0	0
symcomp34661	0	0	0	0	2	0
symcomp34662	7	0	1	3	0	0
symcomp34663	3	19	8	14	1	1
symcomp34664	0	0	0	1	0	0
symcomp34665	3	34	9	9	5	0
symcomp34666	3	8	10	9	10	0
symcomp34667	0	0	0	0	1	0
symcomp34669	0	0	0	0	0	0
symcomp34670	0	0	0	0	0	0
symcomp34671	2	8	0	4	4	0
symcomp34673	0	16	6	8	2	0
symcomp34674	1	11	1	10	5	0
symcomp34676	1	0	0	0	0	0
symcomp34677	3	1	0	0	3	0
symcomp34678	0	2	0	0	0	0
symcomp34679	2	5	2	8	4	0
symcomp34681	3	3	0	1	0	0
symcomp34683	3	2	3	10	9	0
symcomp34684	1	0	2	2	1	0
symcomp34685	1	7	2	2	0	0
symcomp34688	5	2	4	2	1	1
symcomp34689	14	9	7	10	10	0
symcomp34690	0	0	0	0	0	0
symcomp34691	8	21	2	10	6	1
symcomp34692	0	0	0	0	0	0
symcomp34693	2	9	5	1	3	0
symcomp34697	0	1	1	2	2	0
symcomp34699	0	6	0	1	1	0
symcomp347	0	4	0	0	1	0
symcomp34700	2	5	5	2	0	0
symcomp34701	10	44	11	21	14	0
symcomp34702	12	43	18	30	13	1
symcomp34703	0	0	0	0	0	0
symcomp34704	0	0	0	0	0	0
symcomp34705	1	7	4	4	3	1
symcomp34706	0	0	0	1	0	0
symcomp34707	0	0	0	0	0	0
symcomp34709	0	0	0	0	0	0
symcomp34713	0	3	0	0	1	0
symcomp34714	0	0	0	0	0	0
symcomp34719	0	0	0	0	0	0
symcomp34720	0	0	0	0	0	0
symcomp34722	0	3	0	0	0	0
symcomp34723	0	0	0	0	0	0
symcomp34724	0	3	3	3	0	0
symcomp34725	11	9	7	3	1	0
symcomp34726	7	58	16	22	9	1
symcomp34727	0	2	0	0	0	0
symcomp34728	0	1	0	0	0	0
symcomp34729	1	0	0	0	0	0
symcomp34730	0	11	5	8	10	0
symcomp34731	0	0	0	0	0	0
symcomp34732	6	6	1	13	2	0
symcomp34734	0	0	0	0	0	0
symcomp34735	7	3	4	14	3	0
symcomp34736	0	1	0	0	0	0
symcomp34737	1	1	0	2	1	0
symcomp34741	5	8	0	1	2	0
symcomp34742	0	5	2	9	4	0
symcomp34743	11	9	4	16	12	0
symcomp34744	0	0	0	0	0	0
symcomp34745	1	0	1	0	1	0
symcomp34747	15	14	4	5	3	0
symcomp34750	2	11	1	5	9	0
symcomp34751	0	2	0	0	0	0
symcomp34753	9	1	2	17	8	0
symcomp34756	3	1	1	8	3	0
symcomp3476	0	0	0	1	0	0
symcomp34760	0	0	0	0	0	0
symcomp34761	0	0	0	0	0	0
symcomp34762	0	1	0	0	0	0
symcomp34763	1	9	1	3	4	0
symcomp34764	0	2	1	1	0	0
symcomp34765	0	2	0	0	0	0
symcomp34767	0	3	0	0	0	0
symcomp34768	1	8	2	2	3	0
symcomp34770	0	0	0	2	0	0
symcomp34771	0	0	0	0	0	0
symcomp34773	1	5	1	1	0	0
symcomp34774	0	0	0	0	0	0
symcomp34776	0	0	0	0	1	0
symcomp34777	1	8	0	2	6	0
symcomp34779	0	3	0	1	0	0
symcomp3478	0	3	0	2	1	0
symcomp34780	6	9	5	17	6	1
symcomp34781	2	3	0	0	0	0
symcomp34782	0	0	0	0	0	0
symcomp34783	1	3	0	6	0	0
symcomp34784	2	4	0	11	6	1
symcomp34785	0	0	0	0	0	0
symcomp34786	4	6	1	1	0	0
symcomp34788	0	0	0	0	0	0
symcomp34789	0	0	0	0	0	0
symcomp34790	0	7	4	7	3	1
symcomp34791	0	1	0	1	0	0
symcomp34793	0	3	0	1	1	0
symcomp34794	0	0	0	0	0	0
symcomp34795	0	1	0	0	0	0
symcomp34796	0	0	0	0	0	0
symcomp34797	3	6	8	4	1	0
symcomp34798	0	0	1	0	0	0
symcomp34800	0	1	0	0	0	0
symcomp34801	6	41	12	34	3	2
symcomp34802	8	22	15	15	9	2
symcomp34803	9	7	4	13	15	1
symcomp34806	0	0	0	0	0	0
symcomp3481	0	6	6	0	0	0
symcomp34810	0	2	0	0	0	0
symcomp34812	0	0	0	0	0	0
symcomp34813	0	0	0	1	0	0
symcomp34814	8	38	7	10	12	1
symcomp34815	2	23	2	4	7	0
symcomp34817	0	0	0	0	0	0
symcomp34819	0	0	2	0	0	0
symcomp34820	0	0	0	0	0	0
symcomp34821	1	0	0	2	0	0
symcomp34822	1	2	0	6	0	0
symcomp34824	5	13	1	14	8	0
symcomp34825	0	0	0	0	1	0
symcomp34829	0	0	0	0	0	0
symcomp34830	0	0	0	2	0	0
symcomp34831	0	0	0	0	0	0
symcomp34832	0	0	0	0	0	0
symcomp34834	0	0	0	0	0	0
symcomp34836	0	0	0	1	0	0
symcomp34837	0	0	0	0	0	0
symcomp34838	3	40	35	17	10	3
symcomp34839	0	0	0	0	0	0
symcomp34842	9	23	5	7	1	0
symcomp34843	0	0	0	0	0	0
symcomp34847	0	1	0	0	0	0
symcomp34848	0	7	3	4	4	0
symcomp34851	4	11	1	5	5	0
symcomp34852	3	5	1	3	2	0
symcomp34853	2	19	6	18	9	3
symcomp34854	0	2	0	0	0	0
symcomp34855	0	0	0	0	2	0
symcomp34856	0	2	0	0	0	0
symcomp34857	2	9	6	8	5	0
symcomp34858	0	0	0	0	0	0
symcomp34859	0	0	0	0	0	0
symcomp34861	0	0	0	0	0	0
symcomp34862	0	0	0	0	0	0
symcomp34864	7	9	3	1	1	0
symcomp34865	39	91	21	40	18	5
symcomp34868	21	29	5	33	18	3
symcomp34869	7	26	6	11	6	0
symcomp34871	0	0	0	1	0	1
symcomp34872	0	1	0	0	0	0
symcomp34873	2	6	1	5	2	0
symcomp34875	0	0	4	0	0	0
symcomp34876	0	0	0	1	0	0
symcomp34877	0	0	6	0	0	0
symcomp34878	0	0	0	0	0	0
symcomp34879	0	3	0	5	0	0
symcomp34880	0	1	1	1	0	0
symcomp34881	1	2	0	5	5	0
symcomp34882	1	3	1	2	0	0
symcomp34883	5	1	2	6	1	0
symcomp34884	0	0	0	0	0	0
symcomp34886	10	9	11	4	4	0
symcomp34887	1	4	1	0	0	1
symcomp34888	0	0	0	0	0	0
symcomp34889	4	5	8	3	2	0
symcomp34890	0	0	0	0	1	0
symcomp34891	0	0	0	0	0	0
symcomp34892	4	0	2	3	0	0
symcomp34893	0	0	0	0	0	0
symcomp34894	0	0	0	0	0	0
symcomp34895	1	17	12	34	11	0
symcomp34898	3	7	4	2	2	0
symcomp34900	4	19	8	16	14	0
symcomp34901	2	5	5	2	0	0
symcomp34902	0	0	0	0	0	0
symcomp34903	2	0	0	3	0	0
symcomp34904	0	0	0	0	0	0
symcomp34906	3	0	3	1	2	0
symcomp34908	0	0	0	0	0	0
symcomp34909	0	4	0	0	0	0
symcomp34910	0	0	1	2	0	0
symcomp34911	2	15	3	13	6	0
symcomp34912	0	0	0	1	0	0
symcomp34914	3	0	0	3	2	0
symcomp34915	17	47	16	32	23	6
symcomp34916	0	0	0	0	0	0
symcomp34917	0	3	0	3	0	0
symcomp34918	0	0	0	0	0	0
symcomp34920	0	0	0	0	0	0
symcomp34921	0	0	0	0	0	0
symcomp34922	0	0	0	0	0	0
symcomp34923	1	1	0	7	1	0
symcomp34924	3	16	8	22	7	0
symcomp34925	0	0	0	0	0	0
symcomp34927	23	118	31	111	17	9
symcomp34928	0	0	0	0	0	0
symcomp34929	0	0	0	0	0	0
symcomp34930	0	0	0	0	0	0
symcomp34931	0	0	0	0	0	0
symcomp34932	6	8	0	5	3	0
symcomp34933	0	3	0	2	0	0
symcomp34934	0	0	0	0	1	0
symcomp34935	2	12	4	9	10	0
symcomp34938	0	0	2	0	0	0
symcomp34939	0	0	0	0	0	0
symcomp34940	3	0	2	4	1	0
symcomp34941	1	27	10	17	12	1
symcomp34942	2	11	2	4	1	0
symcomp34943	1	2	0	0	1	0
symcomp34944	0	0	0	1	0	0
symcomp34945	0	0	0	0	0	0
symcomp34946	0	1	0	0	0	0
symcomp34947	0	0	0	0	0	0
symcomp34950	5	4	0	0	2	0
symcomp34951	0	0	0	0	1	0
symcomp34952	0	1	4	0	0	0
symcomp34953	2	0	0	2	2	0
symcomp34954	0	0	0	0	0	0
symcomp34955	5	4	0	3	1	0
symcomp34959	0	2	0	0	0	0
symcomp3496	4	1	1	2	0	0
symcomp34960	0	0	0	0	1	0
symcomp34964	0	2	0	4	0	0
symcomp34965	3	4	1	4	5	0
symcomp34967	12	18	8	8	6	0
symcomp34968	0	9	2	1	0	0
symcomp34969	0	0	0	1	0	0
symcomp34971	2	11	3	14	9	0
symcomp34972	0	0	0	0	0	0
symcomp34973	11	17	5	9	6	0
symcomp34974	0	1	0	0	0	0
symcomp34975	2	8	0	3	1	5
symcomp34976	0	0	0	0	0	0
symcomp34977	0	0	1	0	0	0
symcomp34978	1	3	3	5	2	0
symcomp34979	0	4	1	4	0	0
symcomp34980	0	1	7	1	2	0
symcomp34981	3	3	5	0	0	0
symcomp34982	0	0	2	0	1	0
symcomp34983	0	1	0	0	0	0
symcomp34984	1	1	2	3	0	1
symcomp34985	0	3	1	3	3	0
symcomp34988	1	4	2	13	4	0
symcomp34989	0	0	0	0	0	0
symcomp34990	1	6	0	5	2	0
symcomp34991	1	1	0	0	0	0
symcomp34992	0	0	0	3	0	0
symcomp34993	0	0	0	0	0	0
symcomp34994	1	0	0	0	0	0
symcomp34995	0	0	0	0	0	0
symcomp34996	0	0	0	0	0	0
symcomp34997	0	0	0	0	0	0
symcomp34998	0	0	0	0	0	0
symcomp34999	5	28	3	11	6	0
symcomp3500	0	0	0	0	0	0
symcomp35001	0	0	0	0	0	0
symcomp35003	0	0	0	0	0	0
symcomp35004	0	19	1	2	2	0
symcomp35007	0	0	0	0	0	0
symcomp35008	0	0	0	2	2	0
symcomp35009	5	2	9	13	7	0
symcomp35012	0	0	0	1	0	0
symcomp35014	0	0	0	0	0	0
symcomp35015	6	34	1	0	0	0
symcomp35017	1	7	1	1	2	0
symcomp35018	0	3	0	0	2	0
symcomp35019	6	22	9	10	4	0
symcomp3502	1	6	4	1	1	0
symcomp35020	2	5	6	4	5	2
symcomp35021	0	11	2	6	4	0
symcomp35024	3	10	5	23	3	4
symcomp35028	0	0	0	0	0	0
symcomp35029	0	0	0	0	0	0
symcomp35030	0	5	1	0	0	0
symcomp35033	1	0	0	0	0	0
symcomp35034	1	0	0	0	0	0
symcomp35036	0	0	3	2	2	0
symcomp35037	8	14	0	3	1	0
symcomp35039	2	11	0	11	2	0
symcomp35041	0	1	1	6	3	0
symcomp35043	0	0	1	0	0	0
symcomp35044	0	0	0	0	0	0
symcomp35047	5	10	1	10	13	1
symcomp35048	0	2	0	0	0	0
symcomp35049	7	3	2	3	5	0
symcomp35050	8	5	5	5	8	0
symcomp35051	3	23	4	4	3	0
symcomp35052	0	0	0	0	0	0
symcomp35053	3	8	2	2	1	0
symcomp35054	0	15	2	18	4	0
symcomp35056	10	30	10	22	11	0
symcomp35057	0	0	0	0	0	0
symcomp35058	0	17	7	10	5	2
symcomp35059	0	0	0	3	0	0
symcomp35060	0	0	0	0	0	0
symcomp35061	0	0	0	0	0	0
symcomp35062	3	1	0	0	0	0
symcomp35063	0	0	0	0	0	0
symcomp35064	0	2	0	2	2	0
symcomp35065	1	1	1	0	1	0
symcomp35066	0	5	4	8	2	0
symcomp35067	0	0	0	0	0	0
symcomp35068	0	0	0	0	0	0
symcomp35069	0	0	0	0	0	0
symcomp35072	0	0	1	0	0	0
symcomp35074	2	8	2	8	5	0
symcomp35075	12	25	14	22	7	0
symcomp35076	0	0	2	1	0	0
symcomp35077	0	1	0	0	0	0
symcomp35078	1	21	1	6	5	2
symcomp3508	0	0	0	0	0	0
symcomp35080	0	1	0	4	0	0
symcomp35081	0	0	0	0	0	0
symcomp35082	0	1	0	0	0	0
symcomp35083	0	9	0	20	2	0
symcomp35084	0	4	1	0	1	0
symcomp35085	0	0	0	0	0	0
symcomp35087	0	5	0	0	0	0
symcomp35089	0	0	0	0	0	0
symcomp35090	0	1	0	1	0	0
symcomp35091	1	0	0	0	0	0
symcomp35092	4	6	0	2	3	0
symcomp35093	0	0	0	0	0	0
symcomp35094	8	24	5	12	5	3
symcomp35095	2	8	3	4	3	0
symcomp35097	0	0	0	0	0	0
symcomp35098	0	0	0	0	0	2
symcomp3510	0	0	0	0	0	0
symcomp35100	0	0	0	0	0	0
symcomp35101	0	0	0	0	0	0
symcomp35102	1	3	0	0	0	0
symcomp35103	0	1	0	0	1	0
symcomp35104	0	0	0	0	0	0
symcomp35106	0	0	0	0	0	0
symcomp35108	0	0	0	0	0	0
symcomp35109	1	0	2	2	1	0
symcomp35110	0	2	1	0	0	2
symcomp35111	0	1	0	0	0	0
symcomp35112	4	14	10	17	11	0
symcomp35113	1	5	0	1	0	0
symcomp35115	0	0	0	1	2	0
symcomp35117	1	2	2	0	0	0
symcomp35118	2	2	2	2	0	1
symcomp35120	0	1	0	0	0	0
symcomp35121	0	0	0	0	0	0
symcomp35122	1	10	5	4	4	1
symcomp35123	13	14	7	5	3	0
symcomp35125	0	0	0	0	0	0
symcomp35126	0	0	0	13	0	0
symcomp35127	0	0	0	0	0	0
symcomp35129	0	1	0	0	0	0
symcomp35131	0	1	1	0	0	0
symcomp35132	0	0	1	0	0	0
symcomp35133	0	0	0	5	0	0
symcomp35134	0	0	0	0	0	0
symcomp35136	0	0	0	0	0	0
symcomp35138	7	21	9	12	1	0
symcomp35140	0	0	0	0	0	0
symcomp35143	1	6	0	2	0	0
symcomp35144	0	0	1	0	0	0
symcomp35148	0	0	0	2	0	0
symcomp35149	1	1	0	0	0	0
symcomp35150	10	30	7	13	11	5
symcomp35151	0	0	1	0	0	0
symcomp35152	0	0	0	0	0	0
symcomp35155	1	0	0	0	0	0
symcomp35156	1	0	1	0	0	0
symcomp35160	4	0	0	0	0	0
symcomp35161	3	9	2	10	5	0
symcomp35163	0	3	0	1	3	0
symcomp35164	0	6	0	0	0	0
symcomp35165	0	1	0	0	0	0
symcomp35166	0	0	2	5	5	0
symcomp35167	0	0	0	2	0	0
symcomp35168	0	0	0	0	0	0
symcomp35169	0	0	0	0	0	0
symcomp35170	1	1	0	2	0	0
symcomp35171	1	3	0	0	1	0
symcomp35172	1	1	1	3	2	0
symcomp35173	1	0	0	0	3	0
symcomp35174	4	31	16	16	21	1
symcomp35175	1	1	1	0	0	0
symcomp35177	0	0	0	0	0	0
symcomp35179	2	20	1	7	5	0
symcomp35181	3	19	3	25	11	0
symcomp35182	1	1	0	0	0	0
symcomp35186	0	0	0	0	0	0
symcomp35188	0	2	0	0	0	0
symcomp35189	0	0	0	0	0	0
symcomp35190	4	14	2	1	0	0
symcomp35191	1	0	0	1	0	0
symcomp35194	0	1	1	1	0	0
symcomp35195	7	8	9	54	23	9
symcomp35197	0	0	0	0	0	0
symcomp35199	0	0	0	0	0	0
symcomp352	1	4	0	0	0	0
symcomp35202	91	139	44	31	25	0
symcomp35203	1	13	1	3	3	0
symcomp35204	0	2	2	1	0	0
symcomp35206	0	1	0	0	0	0
symcomp35207	0	1	0	0	1	0
symcomp35211	1	0	0	0	0	0
symcomp35212	0	8	2	0	0	0
symcomp35216	0	0	0	0	0	0
symcomp35217	4	16	9	74	31	0
symcomp35218	0	0	0	0	0	0
symcomp35219	0	0	0	2	5	0
symcomp35221	6	7	2	7	2	0
symcomp35222	18	14	5	4	2	0
symcomp35223	0	4	0	8	0	0
symcomp35224	0	2	1	2	4	0
symcomp35228	2	2	0	3	1	0
symcomp35229	0	1	0	0	6	0
symcomp3523	0	4	0	2	0	0
symcomp35231	0	4	0	0	0	0
symcomp35233	0	0	0	0	0	0
symcomp35235	1	15	2	2	0	0
symcomp35236	0	0	0	0	0	0
symcomp35237	10	21	6	32	12	2
symcomp35239	12	12	7	21	11	5
symcomp35240	0	0	0	0	0	0
symcomp35241	0	0	0	0	0	0
symcomp35242	3	10	5	3	2	0
symcomp35243	1	6	3	1	2	0
symcomp35244	0	0	0	0	0	0
symcomp35246	1	3	1	0	0	0
symcomp35247	0	0	0	0	0	0
symcomp35250	0	0	4	3	0	0
symcomp35251	0	0	0	2	0	0
symcomp35253	1	4	0	0	1	0
symcomp35255	1	2	0	2	1	0
symcomp35256	0	4	3	2	0	0
symcomp35257	0	0	0	0	0	0
symcomp35258	3	0	0	0	0	0
symcomp35260	0	0	0	0	0	0
symcomp35261	0	0	0	0	0	0
symcomp35262	10	23	3	26	4	0
symcomp35263	0	0	2	0	0	0
symcomp35268	1	2	3	3	2	0
symcomp35270	0	1	1	0	3	0
symcomp35271	1	2	0	0	0	0
symcomp35272	2	0	0	0	0	0
symcomp35275	7	47	4	18	9	0
symcomp35277	0	0	0	0	1	0
symcomp35278	0	0	0	0	0	0
symcomp35279	0	2	1	0	1	0
symcomp35280	0	0	0	0	0	0
symcomp35281	0	2	0	2	1	0
symcomp35282	1	1	0	0	0	0
symcomp35284	1	0	0	0	0	0
symcomp35285	0	1	2	0	2	0
symcomp35286	0	0	0	0	0	0
symcomp35287	2	11	5	4	0	0
symcomp35288	2	18	5	1	2	0
symcomp35291	0	0	0	0	0	0
symcomp35292	0	0	1	0	0	0
symcomp35294	0	0	0	0	1	0
symcomp35295	2	7	1	3	3	0
symcomp35297	38	134	43	50	21	1
symcomp353	0	0	0	0	0	0
symcomp35300	0	0	0	1	0	0
symcomp35302	7	15	3	8	6	0
symcomp35303	2	7	0	2	0	0
symcomp35305	0	0	0	0	0	0
symcomp35306	2	8	0	4	2	0
symcomp35309	0	13	1	12	6	0
symcomp3531	0	0	0	0	0	0
symcomp35310	0	0	0	0	0	0
symcomp35311	0	0	0	0	0	0
symcomp35313	0	0	1	0	0	0
symcomp35316	2	9	1	5	1	0
symcomp35317	0	0	0	1	1	0
symcomp35322	2	2	2	2	0	0
symcomp35323	0	0	0	0	0	0
symcomp35324	0	0	0	0	0	0
symcomp35326	0	0	0	1	0	0
symcomp35327	4	6	10	14	3	0
symcomp35328	0	10	0	5	1	0
symcomp35329	0	3	0	0	0	0
symcomp35330	0	2	0	1	0	0
symcomp35331	35	74	21	24	15	0
symcomp35332	0	0	0	0	0	0
symcomp35333	0	7	1	2	1	10
symcomp35334	0	12	4	1	6	0
symcomp35336	0	2	0	0	0	0
symcomp35338	0	0	0	2	5	0
symcomp35339	0	0	0	0	0	0
symcomp35340	21	56	21	25	5	0
symcomp35341	3	6	11	8	2	0
symcomp35342	2	4	0	2	3	0
symcomp35344	0	6	3	8	1	0
symcomp35345	1	0	0	0	0	0
symcomp35346	0	2	0	0	0	0
symcomp35347	0	0	0	0	0	0
