	fav_recoveryA	fav_recoveryB	fav_recoveryC	fav_stressA	fav_stressB	fav_stressC
isogroup54640	15	6	14	10	1	0
isogroup54648	0	0	0	0	0	0
isogroup5465	18	1	5	5	2	5
isogroup5466	1	0	0	0	0	0
isogroup54662	1	0	0	0	0	0
isogroup54685	43	19	4	2	10	1
isogroup54688	8	0	0	3	1	0
isogroup54692	1025	189	818	262	189	78
isogroup54696	9	0	0	0	0	0
isogroup54697	2	0	0	4	0	2
isogroup54698	3	0	0	0	0	0
isogroup5470	1	0	2	0	0	0
isogroup54719	0	0	0	1	0	0
isogroup54728	0	0	0	0	0	0
isogroup54731	0	0	0	0	0	0
isogroup54734	5	0	15	0	0	0
isogroup54735	6	6	0	1	0	0
isogroup54748	11	2	8	3	4	4
isogroup54755	1	0	0	0	0	0
isogroup5476	8	5	11	1	4	0
isogroup54761	1	0	0	0	0	0
isogroup54764	0	0	0	0	0	0
isogroup54770	1	1	0	3	0	0
isogroup54773	20	4	1	0	1	0
isogroup54796	0	0	0	0	0	0
isogroup54824	145	6	11	24	2	2
isogroup54845	0	1	0	0	1	0
isogroup5485	63	8	7	6	9	2
isogroup54850	145	7	18	25	25	29
isogroup54865	87	18	57	29	10	9
isogroup54871	0	0	0	0	0	0
isogroup54872	0	0	0	0	0	0
isogroup54875	19	5	9	0	2	0
isogroup5488	21	2	7	4	0	2
isogroup54881	5	1	5	8	2	1
isogroup54885	5	0	0	0	0	0
isogroup54886	1	0	0	0	0	0
isogroup54890	0	0	0	0	0	0
isogroup54893	0	0	0	0	0	0
isogroup54896	3	0	0	2	0	0
isogroup54899	77	8	11	23	6	4
isogroup54919	2	0	2	0	0	1
isogroup54927	3	1	0	0	2	0
isogroup54939	6	0	2	8	2	1
isogroup54958	0	0	2	0	0	0
isogroup54964	31	5	39	19	8	3
isogroup54992	0	0	0	0	0	0
isogroup55003	3	0	5	0	0	0
isogroup55009	1	0	0	0	1	0
isogroup55012	40	3	1	6	3	4
isogroup55015	65	9	0	0	2	1
isogroup5502	91	22	59	26	16	8
isogroup55021	0	0	0	0	0	0
isogroup55029	10	1	2	0	3	0
isogroup5503	3	0	0	0	0	0
isogroup55032	14	0	0	4	0	0
isogroup55039	0	0	0	0	1	0
isogroup5504	37	4	7	2	6	0
isogroup55040	0	0	0	0	0	0
isogroup55048	0	0	0	1	0	0
isogroup55059	14	0	1	3	2	0
isogroup55066	93	12	39	13	12	15
isogroup55069	0	0	0	0	0	0
isogroup5507	43	3	24	1	7	5
isogroup55092	115	11	35	50	11	19
isogroup55104	21	0	0	0	1	0
isogroup55109	0	0	0	0	0	0
isogroup55120	0	0	0	0	0	0
isogroup55144	5	0	0	0	0	0
isogroup55148	13	0	0	2	0	2
isogroup5515	83	0	14	17	8	5
isogroup55152	0	0	0	0	0	0
isogroup55153	11	0	5	1	6	0
isogroup55155	0	0	0	0	0	0
isogroup55165	251	20	162	64	45	18
isogroup55181	12	0	2	2	1	0
isogroup55189	3	0	0	0	0	0
isogroup55238	17	1	3	12	1	0
isogroup55252	6	0	0	0	0	0
isogroup5526	38	3	5	7	3	0
isogroup55260	14	2	14	3	5	0
isogroup55273	2	0	0	0	0	0
isogroup55274	0	0	0	0	0	0
isogroup55279	2	0	0	1	0	0
isogroup5528	25	0	6	7	1	0
isogroup55288	1	2	0	0	0	0
isogroup5529	69	2	12	10	3	9
isogroup55291	18	1	8	2	5	2
isogroup55293	0	0	0	0	0	0
isogroup55297	27	4	1	1	4	0
isogroup55304	43	1	12	3	5	3
isogroup55307	0	0	0	0	0	0
isogroup55309	485	31	576	156	87	86
isogroup5531	71	9	5	32	10	6
isogroup5532	13	4	3	10	4	1
isogroup55337	18	1	0	4	1	1
isogroup55340	0	0	0	0	0	0
isogroup55343	6	2	2	6	2	1
isogroup55345	60	4	17	13	6	6
isogroup55355	0	0	0	0	0	0
isogroup55367	0	0	0	1	0	0
isogroup55380	0	0	0	0	0	0
isogroup55394	4	0	7	4	1	0
isogroup55400	0	0	0	2	2	2
isogroup55423	12	0	1	3	0	0
isogroup55426	0	0	0	0	0	0
isogroup55430	4	0	0	1	2	0
isogroup55443	0	0	0	0	0	0
isogroup5545	5	4	0	0	5	0
isogroup55454	14	2	6	1	1	2
isogroup55476	2	0	0	0	0	0
isogroup55482	12	3	5	7	1	3
isogroup55485	3	0	0	1	0	1
isogroup55489	0	0	0	0	0	0
isogroup55490	5	0	0	0	0	0
isogroup55494	0	0	0	0	0	0
isogroup55498	4	0	0	0	0	0
isogroup55499	0	0	0	0	0	0
isogroup55508	8	1	3	0	2	0
isogroup55510	0	0	0	1	0	0
isogroup55523	1	0	0	0	0	0
isogroup55533	13	0	1	7	5	0
isogroup55539	67	2	3	7	14	9
isogroup5554	0	0	0	1	0	2
isogroup55541	0	0	0	0	0	0
isogroup55546	3	0	0	4	0	0
isogroup55550	3	0	0	0	1	0
isogroup5558	1	0	0	0	0	0
isogroup55583	127	25	52	37	9	10
isogroup55589	1	0	1	5	1	1
isogroup5561	92	10	21	5	14	2
isogroup55616	3	0	0	0	0	0
isogroup5562	177	7	110	40	18	20
isogroup55627	87	15	10	28	5	0
isogroup55636	2	0	0	0	0	0
isogroup55638	5	0	0	0	0	0
isogroup55639	0	0	0	0	0	0
isogroup55667	0	0	0	0	0	0
isogroup55669	24	0	5	2	1	0
isogroup55677	0	0	0	0	0	0
isogroup55679	0	0	0	0	0	1
isogroup55694	6	0	3	0	0	0
isogroup55699	0	0	2	0	0	0
isogroup55717	7	10	33	26	1	12
isogroup55726	147	24	26	46	14	13
isogroup55727	2	0	0	0	0	0
isogroup5573	37	4	25	4	6	1
isogroup55738	3	0	0	0	0	0
isogroup55744	48	0	0	2	1	0
isogroup55748	0	0	0	0	0	0
isogroup55772	0	0	0	0	0	0
isogroup55774	9	16	0	1	2	0
isogroup55776	0	0	0	0	0	0
isogroup55779	1	2	0	0	0	0
isogroup55782	53	1	18	15	6	7
isogroup55800	138	1	16	11	5	10
isogroup55826	1	0	0	0	0	0
isogroup55837	37	3	17	4	4	8
isogroup55852	89	18	52	33	11	9
isogroup55862	27	5	2	1	7	0
isogroup55879	28	1	0	3	0	4
isogroup55905	12	0	8	1	6	0
isogroup55914	0	0	0	0	0	0
isogroup55915	30	6	2	0	6	0
isogroup55926	2	2	0	0	0	0
isogroup55931	2	0	0	0	0	0
isogroup55932	1	0	0	0	0	0
isogroup55937	5	0	0	0	1	0
isogroup5594	24	0	7	1	3	0
isogroup55942	0	0	1	0	0	0
isogroup55949	1	0	0	0	0	0
isogroup55952	17	0	7	2	2	2
isogroup55955	0	0	0	0	1	0
isogroup55968	47	5	11	20	9	3
isogroup5600	2	0	3	1	0	0
isogroup56003	145	14	22	30	5	6
isogroup5601	7	0	0	0	0	0
isogroup56020	17	0	2	1	1	0
isogroup56025	0	0	0	0	0	0
isogroup56041	3	0	0	0	1	0
isogroup56057	22	5	11	5	2	2
isogroup56060	77	1	21	16	11	18
isogroup56063	25	2	3	0	0	0
isogroup56068	0	0	0	0	0	0
isogroup56080	1	1	0	0	0	1
isogroup56094	21	1	1	6	7	3
isogroup56096	2	0	0	0	0	0
isogroup561	24	11	2	15	4	4
isogroup5610	168	0	27	17	21	7
isogroup56127	25	0	1	3	1	0
isogroup56129	8	0	9	1	0	0
isogroup56131	26	0	11	7	4	0
isogroup56141	4	0	0	0	0	0
isogroup56152	0	0	0	2	1	1
isogroup56153	0	0	3	3	4	0
isogroup56154	0	0	0	0	0	0
isogroup56158	8	0	3	1	1	0
isogroup56160	1	0	3	0	0	0
isogroup56174	7	1	2	2	4	0
isogroup56175	0	0	0	0	0	0
isogroup56178	2	0	0	0	0	0
isogroup5618	896	119	447	203	130	101
isogroup56182	0	0	0	0	0	0
isogroup56189	125	7	23	24	12	8
isogroup56199	42	8	11	15	1	2
isogroup5620	102	7	20	17	12	0
isogroup56201	2	0	0	0	0	0
isogroup56216	1	0	0	0	0	0
isogroup56219	29	0	15	2	0	0
isogroup56235	6	0	7	4	0	0
isogroup56240	0	0	0	0	1	0
isogroup56241	0	0	0	0	0	0
isogroup56246	269	34	16	39	24	0
isogroup56247	66	10	25	27	15	5
isogroup56263	0	0	0	0	0	0
isogroup56271	4	2	5	4	4	0
isogroup56283	26	2	22	11	7	3
isogroup56294	4	2	0	9	1	0
isogroup56296	3	3	0	0	1	0
isogroup5633	138	14	45	41	17	2
isogroup56343	0	0	0	0	0	0
isogroup56350	6	0	0	1	1	0
isogroup56359	200	29	119	69	51	35
isogroup56374	0	0	0	0	0	0
isogroup5638	1	1	0	3	0	0
isogroup56384	3	10	6	2	0	0
isogroup56393	3	0	0	0	0	0
isogroup56411	112	16	63	29	15	2
isogroup56420	243	60	101	75	37	16
isogroup56427	9	0	6	1	2	0
isogroup56439	7	0	2	1	0	0
isogroup56450	65	4	23	21	20	1
isogroup5646	194	7	87	6	3	5
isogroup56463	0	0	0	0	0	0
isogroup56465	10	2	1	2	2	1
isogroup56474	13	0	2	4	1	0
isogroup56475	77	26	7	2	1	1
isogroup5650	0	0	0	0	0	0
isogroup56503	2	0	0	0	0	0
isogroup56514	22	5	3	10	1	5
isogroup56515	0	0	0	0	0	0
isogroup56517	3	0	0	0	0	0
isogroup56524	0	0	0	0	0	0
isogroup56525	0	0	0	0	0	0
isogroup56526	26	10	7	11	1	0
isogroup5653	1	0	0	0	0	0
isogroup56539	27	4	10	13	10	0
isogroup56563	2925	1676	175	600	164	49
isogroup56569	0	0	0	1	0	0
isogroup56573	11	0	2	0	0	0
isogroup56582	23	10	2	6	4	1
isogroup56594	3	0	5	4	0	0
isogroup5662	12	0	3	0	2	1
isogroup56622	0	0	0	0	0	1
isogroup56624	10	3	3	1	0	1
isogroup56628	2	0	0	0	0	0
isogroup56629	297	56	269	233	95	63
isogroup56638	1	1	0	1	0	0
isogroup56643	8	0	0	1	0	0
isogroup56646	47	6	14	4	5	0
isogroup5667	0	0	0	0	0	0
isogroup56673	289	7	96	35	22	37
isogroup56678	10	0	18	7	2	5
isogroup5668	3	1	0	1	0	0
isogroup56693	6	0	6	4	3	0
isogroup56708	50	4	17	10	11	3
isogroup56710	15	0	3	5	2	1
isogroup56712	84	8	12	9	2	2
isogroup56717	0	0	0	0	2	0
isogroup56719	3	0	1	3	0	0
isogroup56721	0	0	0	0	0	0
isogroup56736	8	0	0	2	1	0
isogroup5674	3	2	0	0	0	0
isogroup56759	0	0	0	0	0	0
isogroup56773	2	1	0	1	0	0
isogroup56778	0	0	0	4	1	0
isogroup56779	4	1	3	2	3	0
isogroup56780	4	0	0	1	0	0
isogroup56782	4	1	0	0	0	0
isogroup56799	5	0	2	1	1	0
isogroup568	3	0	0	0	0	0
isogroup56802	28	1	26	31	11	21
isogroup56803	10	6	0	1	2	0
isogroup56804	3	0	0	1	0	2
isogroup56806	88	8	22	21	15	13
isogroup56809	0	0	0	2	0	0
isogroup5681	1	0	0	2	0	0
isogroup56811	42	2	11	0	5	2
isogroup56817	21	1	4	2	0	1
isogroup56822	7	0	0	0	0	0
isogroup56823	0	0	1	0	0	0
isogroup56835	8	0	1	0	1	0
isogroup5684	18	1	4	13	5	1
isogroup56844	0	0	0	0	0	0
isogroup56846	9	2	0	1	0	0
isogroup56860	121	3	6	16	5	6
isogroup56861	1	0	0	1	3	0
isogroup56864	0	0	0	0	0	0
isogroup56867	17	4	2	5	1	1
isogroup56872	0	0	0	1	0	0
isogroup56873	0	0	0	0	1	0
isogroup56876	0	0	0	0	1	0
isogroup56878	1	0	2	1	0	1
isogroup56883	725	50	427	275	183	72
isogroup56889	1	0	1	1	0	0
isogroup569	8	0	2	4	1	5
isogroup56909	6	0	1	0	0	0
isogroup56910	6	3	0	0	2	0
isogroup56924	0	0	0	0	1	0
isogroup56925	75	19	6	163	23	23
isogroup56929	0	0	0	1	0	0
isogroup56939	31	10	10	3	5	12
isogroup5694	4	0	0	2	1	1
isogroup56940	21	0	8	8	8	0
isogroup56955	0	0	0	0	0	0
isogroup56961	20	1	3	11	1	0
isogroup5697	1	0	0	0	0	0
isogroup56970	114	6	9	8	3	3
isogroup56976	0	0	0	0	0	0
isogroup56991	5	0	0	0	0	0
isogroup57	1	0	0	0	0	0
isogroup57004	3	0	0	0	1	0
isogroup57007	44	1	11	6	5	0
isogroup57009	0	0	0	0	0	0
isogroup57011	1	1	0	0	0	0
isogroup57022	4	1	0	0	0	0
isogroup57026	8	1	5	4	3	3
isogroup57030	0	0	0	1	0	0
isogroup57035	13	1	1	0	0	0
isogroup57041	0	0	0	0	0	0
isogroup57050	3	0	0	0	1	0
isogroup57055	47	0	19	14	2	4
isogroup57057	0	0	0	0	0	0
isogroup57061	1	0	0	0	0	0
isogroup57076	98	1	28	8	4	5
isogroup57090	7	0	0	0	0	0
isogroup57092	15	4	3	8	3	0
isogroup57103	8	0	0	0	0	0
isogroup57107	6	0	3	0	0	0
isogroup57115	8	1	0	4	1	0
isogroup57119	2	0	0	0	0	0
isogroup57133	4	0	0	0	0	0
isogroup57142	0	0	0	0	5	0
isogroup57149	1	0	0	0	1	0
isogroup57150	10	6	4	0	0	0
isogroup57160	2	3	1	3	0	0
isogroup57170	147	5	13	23	8	14
isogroup57184	0	0	0	0	0	0
isogroup57189	0	0	0	1	0	0
isogroup57191	1	0	0	1	0	0
isogroup57200	0	0	0	0	0	0
isogroup5721	7	0	5	1	0	0
isogroup57232	14	3	0	1	0	0
isogroup57234	4	0	1	1	1	0
isogroup57236	0	0	0	0	0	0
isogroup57238	6	0	0	0	0	0
isogroup57250	3	0	0	0	0	0
isogroup57261	1	7	0	9	0	0
isogroup57262	1	0	0	0	0	0
isogroup57264	2	0	0	1	0	0
isogroup57281	0	0	0	0	0	0
isogroup57290	4	1	1	0	0	2
isogroup57293	0	0	3	1	0	0
isogroup573	1	0	2	0	0	0
isogroup5730	1	1	1	2	0	0
isogroup57303	25	4	6	3	4	0
isogroup57305	13	1	2	4	7	2
isogroup57312	0	4	0	0	0	0
isogroup57324	2	0	0	0	0	0
isogroup57325	7	0	1	0	4	0
isogroup57330	29	2	17	4	10	3
isogroup5734	33	8	9	12	9	17
isogroup57343	0	0	0	0	0	0
isogroup57344	0	0	0	0	0	0
isogroup57355	4	2	2	1	1	0
isogroup57359	0	0	0	0	0	0
isogroup57376	21	2	7	5	0	2
isogroup57397	1	0	0	0	0	0
isogroup57411	11	0	7	1	10	0
isogroup57431	27	1	2	6	1	1
isogroup5744	88	5	76	30	23	11
isogroup57441	0	0	0	0	0	0
isogroup57452	11	0	3	2	0	0
isogroup57454	0	0	0	0	0	0
isogroup57457	3	1	1	0	2	0
isogroup5746	14	1	3	2	0	0
isogroup57460	14	0	2	0	2	3
isogroup57465	0	0	0	0	0	0
isogroup57502	8	0	0	1	3	2
isogroup57504	6	0	0	0	0	0
isogroup57512	4	0	0	1	0	0
isogroup57515	2	0	4	0	1	0
isogroup57523	0	0	0	0	0	0
isogroup5753	41	3	13	7	3	7
isogroup57530	0	0	0	0	0	0
isogroup57540	3	0	0	0	1	0
isogroup57549	52	7	11	8	7	6
isogroup57553	83	0	6	1	8	0
isogroup57555	2	0	0	0	0	0
isogroup57559	0	0	0	2	0	0
isogroup57579	6	2	4	1	1	0
isogroup57587	5	0	0	1	0	5
isogroup5759	91	0	32	14	13	0
isogroup57599	0	0	0	0	0	0
isogroup5760	49	5	20	3	7	0
isogroup57604	196	28	33	28	12	13
isogroup57609	16	0	0	0	1	0
isogroup57611	4	2	4	8	11	14
isogroup57622	5	2	0	8	0	0
isogroup57623	17	3	26	11	5	9
isogroup57627	3	0	0	0	0	0
isogroup5763	422	77	370	111	64	56
isogroup57637	11	0	0	1	0	1
isogroup57641	33	0	26	12	6	10
isogroup57643	0	0	0	0	0	0
isogroup57648	74	18	31	31	25	14
isogroup57655	0	0	2	0	0	0
isogroup57668	5	0	7	3	1	2
isogroup57684	0	2	0	2	0	0
isogroup57687	6	0	0	0	0	0
isogroup57696	41	8	7	24	5	0
isogroup57723	16	0	0	8	1	0
isogroup57725	220	54	138	61	30	33
isogroup57727	4	0	2	0	0	0
isogroup5773	3	1	0	0	0	0
isogroup57730	13	2	3	0	1	1
isogroup57736	0	0	0	0	0	0
isogroup57742	15	0	0	3	0	0
isogroup57743	10	0	0	1	1	0
isogroup57764	2	0	0	0	0	0
isogroup57768	5	1	7	1	2	0
isogroup5777	6	1	3	1	2	0
isogroup57780	0	0	0	0	0	0
isogroup57781	38	0	0	26	9	2
isogroup57792	2	0	0	0	0	0
isogroup57796	0	0	0	0	0	0
isogroup57799	0	0	0	0	1	0
isogroup57802	77	16	25	16	6	7
isogroup57809	0	0	0	0	0	0
isogroup5781	23	2	10	3	6	3
isogroup57811	10	0	6	27	0	1
isogroup57817	0	0	0	0	0	0
isogroup57818	0	0	0	0	0	0
isogroup5782	0	0	0	0	0	0
isogroup57843	0	0	0	0	0	0
isogroup57846	0	0	0	0	0	0
isogroup57850	8	0	0	0	0	0
isogroup57857	1	0	0	0	0	1
isogroup57867	1	0	0	0	0	0
isogroup57868	186	5	49	48	13	11
isogroup57871	0	0	0	0	0	0
isogroup57878	45	20	30	9	7	6
isogroup57882	0	0	0	0	0	0
isogroup57887	1	0	0	0	0	0
isogroup57891	181	6	73	17	18	9
isogroup57897	250	16	80	56	37	20
isogroup57898	1	0	3	2	0	0
isogroup57901	82	8	27	21	13	6
isogroup57902	0	0	0	0	0	0
isogroup57906	0	0	0	0	0	0
isogroup57907	3	0	0	0	1	0
isogroup57913	0	0	0	1	1	0
isogroup57918	5	0	0	0	0	0
isogroup57936	32	1	4	3	0	4
isogroup57947	12	0	0	0	0	20
isogroup57949	3	0	0	6	1	0
isogroup5795	1	0	0	0	0	0
isogroup57955	8	0	0	6	2	0
isogroup57957	8	0	3	0	0	0
isogroup57961	0	0	0	0	0	0
isogroup57979	3	0	1	0	1	0
isogroup57980	1	6	1	3	0	0
isogroup57985	0	0	0	0	0	0
isogroup5799	60	2	9	26	4	7
isogroup57994	22	3	12	8	8	0
isogroup57996	1	0	0	0	1	1
isogroup57997	5	0	0	7	2	0
isogroup58000	10	0	1	4	2	0
isogroup58003	4	0	0	2	1	0
isogroup58005	4	1	1	0	2	0
isogroup58012	7	0	11	0	0	0
isogroup5802	1	0	1	2	0	0
isogroup58030	66	7	28	14	9	2
isogroup58042	0	0	0	0	0	0
isogroup58043	6	0	0	1	0	0
isogroup58048	111	0	153	40	24	10
isogroup58052	90	6	17	13	12	4
isogroup58053	4	1	2	8	8	0
isogroup58057	4	0	0	0	0	0
isogroup58058	11	5	3	5	4	0
isogroup58060	9	0	0	0	2	1
isogroup58070	0	4	0	0	0	0
isogroup58074	45	18	33	12	10	9
isogroup58078	10	14	0	0	1	0
isogroup58079	34	10	27	15	11	3
isogroup5809	2	0	8	1	3	0
isogroup58094	61	25	20	17	14	6
isogroup58108	28	1	1	0	5	0
isogroup58109	46	8	24	18	7	5
isogroup58111	6	0	2	1	0	0
isogroup58114	0	2	0	0	0	0
isogroup58117	0	0	0	0	0	0
isogroup58119	17	5	8	5	4	0
isogroup58142	2	5	3	0	0	0
isogroup58147	179	24	112	105	77	26
isogroup58155	11	1	3	2	1	1
isogroup58157	4	0	0	0	0	0
isogroup58165	25	4	12	7	3	3
isogroup58169	0	0	0	0	0	0
isogroup58170	1	0	0	0	0	0
isogroup58171	66	2	23	12	12	11
isogroup58178	9	0	7	4	2	1
isogroup5818	4	2	3	1	0	0
isogroup58203	8	0	6	1	4	1
isogroup58212	14	0	19	3	12	4
isogroup58214	39	4	38	10	7	1
isogroup58221	23	2	3	11	2	3
isogroup5823	1	0	0	0	0	0
isogroup58233	0	1	0	0	0	1
isogroup58237	1	0	3	0	0	1
isogroup58240	16	13	2	9	4	2
isogroup58247	1	0	0	0	0	0
isogroup58250	0	0	0	0	0	0
isogroup58260	4	0	1	1	0	7
isogroup58263	29	3	10	4	4	0
isogroup58264	16	5	0	1	2	1
isogroup58268	16	0	13	3	0	0
isogroup5827	20	0	4	2	6	0
isogroup58276	17	0	9	4	2	2
isogroup58285	1	0	0	1	0	0
isogroup583	6	0	0	1	0	0
isogroup58301	3	0	0	0	0	0
isogroup58309	0	0	0	0	1	0
isogroup58328	4	0	0	1	6	0
isogroup5833	7	0	0	2	0	0
isogroup58330	0	0	0	0	0	0
isogroup58335	5	4	0	0	4	0
isogroup58344	8	0	2	1	1	0
isogroup58345	7	2	8	2	0	0
isogroup58351	0	0	0	3	0	0
isogroup58355	4	0	0	0	3	1
isogroup5836	1	0	1	0	0	0
isogroup58364	0	0	0	0	0	0
isogroup58369	47	9	4	12	9	9
isogroup5837	39	6	18	35	15	11
isogroup58373	2	0	0	2	0	0
isogroup58374	4	1	0	0	0	0
isogroup58381	87	5	19	13	15	3
isogroup58388	2	0	0	0	0	0
isogroup58389	0	0	0	0	0	0
isogroup5839	330	14	103	140	27	67
isogroup58406	2	0	0	0	0	0
isogroup58409	0	0	0	0	0	0
isogroup58411	0	4	0	2	0	1
isogroup58433	22	0	0	1	2	0
isogroup58438	5	1	0	0	3	1
isogroup58444	0	1	0	0	0	0
isogroup58451	0	2	0	2	1	1
isogroup58454	0	0	0	0	0	0
isogroup58461	0	0	0	0	0	0
isogroup58487	49	1	3	1	11	1
isogroup58490	41	0	10	7	1	2
isogroup58494	46	0	8	3	5	0
isogroup58501	2	0	2	1	0	0
isogroup58523	3	0	0	0	0	0
isogroup58528	146	3	8	12	11	8
isogroup58537	0	0	0	0	0	0
isogroup58538	157	27	45	39	15	17
isogroup58555	9	1	0	2	2	2
isogroup58556	7	0	2	2	3	1
isogroup58557	5	0	0	1	1	0
isogroup58565	41	5	9	18	8	14
isogroup58571	34	0	0	1	2	0
isogroup58587	10	7	0	2	0	6
isogroup58596	13	0	0	0	6	0
isogroup58603	0	0	0	0	0	0
isogroup58605	2	0	2	0	0	0
isogroup58615	7	0	3	1	0	0
isogroup58616	0	0	0	0	0	0
isogroup58617	29	12	19	10	2	3
isogroup58620	9	0	4	3	0	0
isogroup58622	4	2	3	2	3	1
isogroup58638	2	0	0	0	0	0
isogroup58639	0	0	0	1	0	0
isogroup58642	0	0	0	0	0	0
isogroup58644	75	8	48	43	23	11
isogroup58645	7	3	0	3	2	0
isogroup58646	66	1	19	14	8	12
isogroup5865	9	0	0	1	0	0
isogroup58656	47	1	17	19	8	2
isogroup5866	2	0	0	3	0	1
isogroup58663	35	3	4	9	0	0
isogroup58667	92	12	33	18	18	12
isogroup58669	2	0	0	0	0	0
isogroup5868	1	0	0	0	0	0
isogroup58704	16	2	7	2	4	5
isogroup58712	8	0	2	5	0	8
isogroup58720	0	0	0	0	0	0
isogroup58723	110	6	23	36	6	13
isogroup58726	0	2	0	0	0	0
isogroup58727	12	1	5	0	0	0
isogroup58739	24	2	4	0	0	0
isogroup58747	74	9	29	10	7	9
isogroup58750	0	0	0	0	0	0
isogroup58758	5	0	0	3	2	0
isogroup58768	83	2	83	21	10	16
isogroup58779	9	0	2	3	2	0
isogroup58789	64	4	1	1	1	0
isogroup58791	13	2	0	17	7	3
isogroup58797	2	0	0	1	0	0
isogroup58836	8	0	0	0	0	0
isogroup58839	204	13	36	43	16	21
isogroup58841	38	2	15	16	10	5
isogroup58849	34	0	18	5	7	2
isogroup58856	0	0	0	0	0	0
isogroup58868	0	0	0	0	0	0
isogroup58873	1	0	0	0	0	0
isogroup58874	181	4	29	40	14	14
isogroup58877	0	0	0	0	0	0
isogroup58878	19	1	5	2	2	0
isogroup58890	1	0	0	0	0	0
isogroup58893	0	0	0	0	0	0
isogroup58902	68	36	13	12	16	9
isogroup58916	21	0	6	8	4	0
isogroup58919	1	0	0	0	0	0
isogroup5892	3	12	1	6	2	0
isogroup58925	13	4	8	1	2	1
isogroup58931	4	0	5	0	0	0
isogroup58943	163	26	177	52	38	30
isogroup58946	25	1	3	5	0	0
isogroup58956	0	0	0	0	0	0
isogroup58957	7	0	0	1	0	0
isogroup58960	6	0	0	1	0	1
isogroup58967	1	0	0	1	1	0
isogroup58970	0	0	0	0	0	1
isogroup58971	0	0	0	0	0	0
isogroup58974	16	0	6	3	4	1
isogroup5898	1	0	0	0	0	0
isogroup58981	12	3	2	1	6	0
isogroup58988	15	0	0	0	0	0
isogroup58996	0	0	0	0	0	0
isogroup59	18	1	14	8	4	1
isogroup5900	0	0	0	0	1	0
isogroup5901	2	0	0	3	0	0
isogroup59010	7	2	1	2	0	0
isogroup59015	0	0	0	0	0	0
isogroup5902	0	1	0	2	0	0
isogroup5906	100	17	19	17	5	6
isogroup59079	14	0	0	0	0	0
isogroup59081	6	0	0	0	0	0
isogroup59090	0	0	0	0	0	0
isogroup59092	7	1	4	4	0	0
isogroup59102	11	0	2	3	0	0
isogroup59107	2	0	0	3	0	2
isogroup59109	11	0	0	4	3	0
isogroup5911	37	16	4	10	9	1
isogroup59114	1	0	1	1	0	0
isogroup59117	0	3	0	0	0	0
isogroup59118	31	0	3	10	2	2
isogroup59124	0	0	0	0	0	0
isogroup59129	0	0	0	0	0	0
isogroup59133	0	0	0	0	0	0
isogroup59134	0	0	4	0	0	0
isogroup59151	5	8	1	0	0	0
isogroup59152	0	0	0	0	0	0
isogroup59153	17	1	5	12	1	0
isogroup59172	0	0	3	0	0	0
isogroup59173	39	16	25	28	5	7
isogroup59178	1	0	9	3	1	2
isogroup59192	16	3	20	4	5	0
isogroup59193	3	2	4	1	0	0
isogroup59223	28	1	9	9	3	3
isogroup59226	0	0	0	0	0	0
isogroup59239	48	0	2	1	1	0
isogroup59240	23	3	0	1	3	0
isogroup59247	12	1	6	4	1	2
isogroup59251	0	0	1	0	0	1
isogroup59253	1	0	0	0	0	0
isogroup59269	26	1	1	5	3	0
isogroup59287	132	24	4	7	46	5
isogroup59290	163	21	26	46	24	15
isogroup59291	12	3	5	3	4	3
isogroup59295	16	0	0	0	0	0
isogroup59296	4	3	0	0	0	0
isogroup59298	34	1	25	11	6	2
isogroup5930	4	0	2	1	0	0
isogroup59302	3	0	0	2	0	1
isogroup59315	0	0	0	0	0	0
isogroup5932	13	0	3	7	3	1
isogroup59326	0	0	0	0	0	0
isogroup59330	5	0	7	2	0	0
isogroup59332	0	0	0	0	0	0
isogroup59337	10	3	9	2	0	0
isogroup59339	0	0	0	0	0	0
isogroup59342	943	74	760	181	103	100
isogroup59343	0	0	1	0	1	0
isogroup59349	26	3	9	17	6	9
isogroup59356	6	0	5	2	0	0
isogroup59362	0	2	1	0	0	0
isogroup59366	200	39	52	45	21	30
isogroup59378	12	0	4	10	4	6
isogroup59379	58	11	6	5	7	0
isogroup59388	0	0	0	0	0	0
isogroup5939	0	0	0	0	0	0
isogroup59413	0	0	0	0	0	0
isogroup59414	0	0	0	0	0	0
isogroup59419	71	2	19	22	6	10
isogroup59429	35	1	4	11	3	2
isogroup59432	27	15	1	5	0	0
isogroup59456	0	0	0	0	0	0
isogroup59464	13	9	2	1	1	0
isogroup59483	20	0	0	0	0	0
isogroup59486	3	0	1	1	0	0
isogroup59488	3	0	0	1	0	0
isogroup59494	274	1	71	93	32	70
isogroup59495	51	6	17	15	6	8
isogroup59509	0	0	0	0	0	0
isogroup59511	35	0	2	20	3	3
isogroup59514	4	0	12	0	0	0
isogroup59521	3	3	1	0	0	0
isogroup59524	51	15	3	7	2	1
isogroup59529	0	0	0	0	0	0
isogroup5953	0	0	0	0	0	0
isogroup59536	3	0	0	0	0	0
isogroup59538	0	0	0	0	0	0
isogroup59559	0	0	0	0	0	0
isogroup5956	2	0	0	6	0	0
isogroup59562	0	0	1	1	0	0
isogroup59564	7	0	0	2	0	0
isogroup59572	2	0	14	4	0	0
isogroup59574	41	0	2	2	2	0
isogroup5958	24	0	2	12	4	4
isogroup5959	6	0	0	1	0	0
isogroup59591	2	0	2	0	0	0
